x,y,predicted_stage,stage_name,num_observations
5,14,3,bbch_51,1
3,14,6,bbch_99,1
4,14,3,bbch_51,1
6,14,3,bbch_51,1
7,14,3,bbch_51,1
9,14,3,bbch_51,1
8,14,3,bbch_51,1
10,14,3,bbch_51,1
11,14,3,bbch_51,1
12,14,3,bbch_51,1
13,14,3,bbch_51,1
14,14,3,bbch_51,1
15,14,3,bbch_51,1
16,14,3,bbch_51,1
17,14,3,bbch_51,1
18,14,3,bbch_51,1
19,14,3,bbch_51,1
20,14,3,bbch_51,1
21,14,3,bbch_51,1
22,14,0,bbch_00,1
23,14,3,bbch_51,1
25,14,0,bbch_00,1
24,14,0,bbch_00,1
26,14,0,bbch_00,1
27,14,0,bbch_00,1
29,14,0,bbch_00,1
28,14,0,bbch_00,1
31,14,3,bbch_51,1
30,14,3,bbch_51,1
32,14,3,bbch_51,1
33,14,3,bbch_51,1
34,14,3,bbch_51,1
35,14,3,bbch_51,1
38,14,3,bbch_51,1
36,14,3,bbch_51,1
37,14,3,bbch_51,1
39,14,3,bbch_51,1
41,14,3,bbch_51,1
40,14,3,bbch_51,1
42,14,3,bbch_51,1
43,14,3,bbch_51,1
1,15,0,bbch_00,1
3,15,6,bbch_99,1
2,15,1,bbch_10,1
0,15,0,bbch_00,1
6,15,3,bbch_51,1
5,15,3,bbch_51,1
4,15,3,bbch_51,1
7,15,3,bbch_51,1
9,15,3,bbch_51,1
10,15,3,bbch_51,1
8,15,3,bbch_51,1
11,15,3,bbch_51,1
12,15,3,bbch_51,1
15,15,3,bbch_51,1
14,15,3,bbch_51,1
13,15,3,bbch_51,1
17,15,3,bbch_51,1
16,15,3,bbch_51,1
19,15,0,bbch_00,1
18,15,0,bbch_00,1
20,15,0,bbch_00,1
22,15,0,bbch_00,1
21,15,0,bbch_00,1
24,15,0,bbch_00,1
23,15,0,bbch_00,1
25,15,0,bbch_00,1
26,15,0,bbch_00,1
27,15,0,bbch_00,1
29,15,0,bbch_00,1
28,15,0,bbch_00,1
31,15,3,bbch_51,1
30,15,0,bbch_00,1
32,15,3,bbch_51,1
33,15,3,bbch_51,1
34,15,3,bbch_51,1
37,15,3,bbch_51,1
35,15,3,bbch_51,1
36,15,3,bbch_51,1
38,15,3,bbch_51,1
39,15,3,bbch_51,1
41,15,3,bbch_51,1
40,15,3,bbch_51,1
42,15,3,bbch_51,1
0,16,0,bbch_00,1
1,16,0,bbch_00,1
43,15,3,bbch_51,1
3,16,0,bbch_00,1
2,16,0,bbch_00,1
4,16,3,bbch_51,1
5,16,3,bbch_51,1
8,16,3,bbch_51,1
6,16,3,bbch_51,1
7,16,3,bbch_51,1
11,16,3,bbch_51,1
10,16,3,bbch_51,1
9,16,3,bbch_51,1
12,16,3,bbch_51,1
13,16,3,bbch_51,1
14,16,3,bbch_51,1
15,16,3,bbch_51,1
17,16,3,bbch_51,1
16,16,3,bbch_51,1
18,16,3,bbch_51,1
19,16,3,bbch_51,1
20,16,0,bbch_00,1
21,16,0,bbch_00,1
22,16,0,bbch_00,1
23,16,0,bbch_00,1
25,16,0,bbch_00,1
24,16,0,bbch_00,1
26,16,0,bbch_00,1
27,16,0,bbch_00,1
29,16,0,bbch_00,1
31,16,0,bbch_00,1
28,16,0,bbch_00,1
30,16,0,bbch_00,1
32,16,3,bbch_51,1
33,16,3,bbch_51,1
34,16,3,bbch_51,1
36,16,3,bbch_51,1
37,16,3,bbch_51,1
35,16,3,bbch_51,1
39,16,3,bbch_51,1
38,16,3,bbch_51,1
41,16,3,bbch_51,1
40,16,3,bbch_51,1
42,16,3,bbch_51,1
0,17,0,bbch_00,1
43,16,3,bbch_51,1
1,17,0,bbch_00,1
3,17,0,bbch_00,1
2,17,0,bbch_00,1
5,17,0,bbch_00,1
4,17,0,bbch_00,1
6,17,3,bbch_51,1
8,17,3,bbch_51,1
7,17,3,bbch_51,1
10,17,3,bbch_51,1
9,17,3,bbch_51,1
11,17,3,bbch_51,1
12,17,0,bbch_00,1
13,17,0,bbch_00,1
14,17,0,bbch_00,1
15,17,0,bbch_00,1
17,17,0,bbch_00,1
16,17,0,bbch_00,1
19,17,0,bbch_00,1
18,17,0,bbch_00,1
21,17,0,bbch_00,1
20,17,0,bbch_00,1
23,17,0,bbch_00,1
22,17,0,bbch_00,1
25,17,0,bbch_00,1
26,17,0,bbch_00,1
27,17,0,bbch_00,1
24,17,0,bbch_00,1
28,17,0,bbch_00,1
29,17,0,bbch_00,1
